date,state,avg_temp_c,rainfall_mm,humidity_pct,wind_speed_mps
1982-12,Gujarat,25.14,7.05,60.81,3.19
1983-01,Gujarat,25.88,33.39,64.19,4.92
1983-02,Gujarat,26.86,12.21,75.13,1.4
1983-03,Gujarat,28.53,20.87,61.01,4.84
1983-04,Gujarat,28.48,2.47,59.58,3.29
1983-05,Gujarat,26.71,28.65,47.62,2.68
1983-06,Gujarat,23.38,6.49,49.47,3.95
1983-07,Gujarat,18.34,7.33,51.72,3.1
1983-08,Gujarat,17.15,26.17,79.29,2.39
1983-09,Gujarat,16.34,3.89,65.02,5.82
1983-10,Gujarat,17.46,9.93,77.28,2.17
1983-11,Gujarat,19.11,11.99,82.43,5.56
1983-12,Gujarat,22.76,5.15,69.66,5.04
1984-01,Gujarat,25.67,21.55,72.4,2.81
1984-02,Gujarat,26.69,14.82,75.84,2.38
1984-03,Gujarat,29.12,14.49,45.03,5.03
1984-04,Gujarat,29.2,15.48,46.82,1.6
1984-05,Gujarat,26.46,2.39,63.52,1.7
1984-06,Gujarat,22.92,3.91,59.07,5.67
1984-07,Gujarat,21.86,8.51,68.75,2.17
1984-08,Gujarat,17.81,8.95,80.95,2.63
1984-09,Gujarat,16.36,37.4,74.5,4.46
1984-10,Gujarat,19.39,9.22,63.22,5.03
1984-11,Gujarat,20.57,7.27,80.97,4.19
1984-12,Gujarat,22.95,60.87,50.8,2.58
1985-01,Gujarat,23.66,6.95,47.65,4.31
1985-02,Gujarat,27.53,11.71,45.48,5.48
1985-03,Gujarat,28.73,13.11,50.11,3.29
1985-04,Gujarat,27.16,7.26,52.65,5.21
1985-05,Gujarat,25.02,37.99,59.85,4.69
1985-06,Gujarat,22.82,5.85,65.36,3.76
1985-07,Gujarat,21.58,27.42,60.33,1.65
1985-08,Gujarat,18.1,6.88,57.95,1.19
1985-09,Gujarat,16.92,15.77,84.55,5.59
1985-10,Gujarat,18.88,26.49,82.41,4.81
1985-11,Gujarat,19.84,20.02,81.76,2.27
1985-12,Gujarat,23.01,6.89,70.16,2.55
1986-01,Gujarat,25.33,49.61,65.08,1.24
1986-02,Gujarat,29.46,30.47,62.09,5.57
1986-03,Gujarat,30.92,10.45,47.08,1.27
1986-04,Gujarat,27.24,16.85,58.44,1.57
1986-05,Gujarat,25.67,14.22,75.5,2.96
1986-06,Gujarat,21.96,35.64,53.76,5.1
1986-07,Gujarat,19.59,12.09,67.28,2.99
1986-08,Gujarat,16.15,22.65,46.08,4.05
1986-09,Gujarat,19.35,17.06,80.49,2.44
1986-10,Gujarat,17.38,28.33,52.03,1.8
1986-11,Gujarat,18.77,27.33,52.08,5.87
1986-12,Gujarat,22.36,12.76,74.99,3.76
1987-01,Gujarat,25.79,31.38,64.27,5.67
1987-02,Gujarat,29.76,18.46,47.02,3.51
1987-03,Gujarat,29.04,20.25,47.63,3.37
1987-04,Gujarat,29.12,19.54,47.13,1.2
1987-05,Gujarat,25.43,4.84,72.41,2.94
1987-06,Gujarat,22.88,23.0,81.94,1.51
1987-07,Gujarat,19.42,28.45,82.47,2.49
1987-08,Gujarat,17.81,30.65,68.78,4.87
1987-09,Gujarat,15.14,45.82,80.19,3.55
1987-10,Gujarat,18.1,35.93,72.34,1.66
1987-11,Gujarat,18.37,17.63,64.76,3.7
1987-12,Gujarat,24.42,3.66,66.86,2.66
1988-01,Gujarat,25.63,30.63,46.23,3.75
1988-02,Gujarat,29.97,38.04,74.68,5.75
1988-03,Gujarat,27.65,14.96,61.41,5.82
1988-04,Gujarat,27.02,21.4,71.36,3.86
1988-05,Gujarat,26.89,13.02,47.74,5.89
1988-06,Gujarat,21.44,17.09,70.0,4.78
1988-07,Gujarat,20.96,6.84,79.24,1.78
1988-08,Gujarat,17.13,8.49,47.01,5.14
1988-09,Gujarat,17.26,26.49,49.17,1.06
1988-10,Gujarat,18.45,38.18,82.69,1.42
1988-11,Gujarat,19.9,24.67,83.47,2.71
1988-12,Gujarat,23.26,11.54,63.01,3.72
1989-01,Gujarat,25.1,2.72,63.0,2.99
1989-02,Gujarat,26.69,20.39,72.55,3.0
1989-03,Gujarat,27.43,7.79,77.05,1.79
1989-04,Gujarat,28.64,10.51,67.51,3.69
1989-05,Gujarat,26.57,14.26,55.07,2.12
1989-06,Gujarat,22.45,30.54,55.47,1.94
1989-07,Gujarat,19.99,12.19,50.08,1.56
1989-08,Gujarat,17.81,6.59,46.21,3.05
1989-09,Gujarat,18.27,42.14,82.15,2.99
1989-10,Gujarat,17.92,2.98,46.78,5.48
1989-11,Gujarat,20.67,32.24,50.48,4.11
1989-12,Gujarat,23.47,25.3,60.67,4.78
1990-01,Gujarat,25.25,43.3,46.61,1.95
1990-02,Gujarat,29.29,10.56,65.29,5.92
1990-03,Gujarat,28.65,6.56,60.17,2.03
1990-04,Gujarat,29.52,13.01,63.31,3.09
1990-05,Gujarat,26.57,6.39,68.38,1.56
1990-06,Gujarat,21.72,6.62,75.56,4.9
1990-07,Gujarat,21.15,11.03,82.52,4.1
1990-08,Gujarat,18.86,11.57,51.58,4.24
1990-09,Gujarat,16.12,6.61,74.41,2.79
1990-10,Gujarat,18.99,21.93,47.05,2.53
1990-11,Gujarat,21.29,4.61,70.5,1.8
1990-12,Gujarat,21.68,16.99,74.92,2.96
1991-01,Gujarat,25.15,18.03,61.25,1.77
1991-02,Gujarat,28.62,6.5,47.34,3.13
1991-03,Gujarat,26.89,9.71,69.73,5.93
1991-04,Gujarat,29.83,4.59,76.0,4.23
1991-05,Gujarat,26.28,9.93,46.0,5.16
1991-06,Gujarat,23.64,16.63,71.05,2.05
1991-07,Gujarat,19.72,37.92,45.72,4.13
1991-08,Gujarat,17.58,36.11,52.37,3.67
1991-09,Gujarat,16.65,3.41,59.09,4.74
1991-10,Gujarat,18.96,14.49,66.38,5.62
1991-11,Gujarat,17.96,7.69,56.4,4.3
1991-12,Gujarat,23.68,23.01,48.8,3.19
1992-01,Gujarat,26.77,5.14,50.75,5.99
1992-02,Gujarat,29.26,14.34,79.24,3.59
1992-03,Gujarat,27.61,48.2,51.85,2.34
1992-04,Gujarat,26.52,8.59,69.24,3.29
1992-05,Gujarat,24.54,32.24,78.24,4.54
1992-06,Gujarat,23.47,17.81,61.12,3.99
1992-07,Gujarat,18.01,14.63,64.21,4.45
1992-08,Gujarat,17.29,15.01,51.85,1.62
1992-09,Gujarat,16.67,5.99,65.31,1.1
1992-10,Gujarat,18.45,13.67,45.74,5.97
1992-11,Gujarat,20.58,14.3,83.1,3.81
1992-12,Gujarat,22.27,5.79,61.04,2.49
1993-01,Gujarat,26.16,59.02,69.06,5.15
1993-02,Gujarat,26.77,13.03,55.44,2.42
1993-03,Gujarat,28.47,9.01,62.43,5.9
1993-04,Gujarat,27.62,13.32,55.49,5.22
1993-05,Gujarat,25.57,22.01,70.56,3.76
1993-06,Gujarat,22.96,15.09,45.66,5.7
1993-07,Gujarat,18.98,64.08,72.91,4.17
1993-08,Gujarat,17.09,15.81,52.32,2.77
1993-09,Gujarat,18.81,24.06,69.7,5.65
1993-10,Gujarat,17.91,14.13,80.01,3.57
1993-11,Gujarat,18.83,7.27,60.77,4.55
1993-12,Gujarat,22.53,4.93,72.88,5.14
1994-01,Gujarat,25.24,9.46,51.26,3.16
1994-02,Gujarat,27.38,33.93,46.14,5.32
1994-03,Gujarat,29.47,14.65,49.21,2.23
1994-04,Gujarat,27.99,20.35,53.36,3.58
1994-05,Gujarat,25.14,25.88,50.51,4.94
1994-06,Gujarat,22.21,27.47,64.03,5.07
1994-07,Gujarat,18.92,5.69,46.43,2.96
1994-08,Gujarat,17.56,33.09,78.15,4.73
1994-09,Gujarat,17.55,10.64,84.05,5.15
1994-10,Gujarat,18.38,36.71,82.43,4.31
1994-11,Gujarat,19.76,15.2,65.64,1.99
1994-12,Gujarat,21.4,27.84,73.61,5.5
1995-01,Gujarat,24.97,24.98,82.87,3.87
1995-02,Gujarat,27.48,17.15,72.17,3.78
1995-03,Gujarat,30.88,22.85,53.82,1.19
1995-04,Gujarat,26.33,42.01,54.96,3.54
1995-05,Gujarat,26.16,17.73,56.1,3.42
1995-06,Gujarat,21.76,17.1,68.02,4.18
1995-07,Gujarat,21.24,4.96,60.54,2.78
1995-08,Gujarat,17.21,44.09,52.36,5.31
1995-09,Gujarat,17.89,9.93,75.38,5.63
1995-10,Gujarat,17.73,21.43,60.28,4.4
1995-11,Gujarat,22.05,7.68,81.14,1.08
1995-12,Gujarat,21.97,18.39,64.96,5.92
1996-01,Gujarat,25.87,80.48,79.53,2.69
1996-02,Gujarat,27.55,21.12,74.08,4.83
1996-03,Gujarat,28.41,1.35,57.89,5.55
1996-04,Gujarat,29.36,27.12,84.18,2.21
1996-05,Gujarat,26.06,22.56,63.14,2.66
1996-06,Gujarat,22.13,20.75,82.19,2.03
1996-07,Gujarat,19.39,34.74,45.7,4.46
1996-08,Gujarat,18.98,10.56,81.6,1.49
1996-09,Gujarat,14.21,35.37,73.52,3.93
1996-10,Gujarat,18.17,47.51,67.11,5.73
1996-11,Gujarat,19.8,1.54,45.67,3.68
1996-12,Gujarat,23.71,7.55,64.86,2.5
1997-01,Gujarat,26.02,9.09,84.01,5.89
1997-02,Gujarat,28.81,14.11,51.73,2.81
1997-03,Gujarat,29.37,56.26,84.9,5.06
1997-04,Gujarat,29.45,1.53,76.76,4.28
1997-05,Gujarat,27.0,9.65,55.19,2.75
1997-06,Gujarat,21.5,7.24,79.52,5.9
1997-07,Gujarat,21.76,34.86,61.15,5.91
1997-08,Gujarat,16.43,8.56,48.3,4.08
1997-09,Gujarat,16.58,3.14,68.83,3.54
1997-10,Gujarat,18.81,24.25,79.7,2.25
1997-11,Gujarat,21.58,11.22,53.19,3.85
1997-12,Gujarat,22.02,4.76,45.5,2.83
1998-01,Gujarat,27.62,20.92,68.2,1.01
1998-02,Gujarat,29.25,33.17,54.6,1.39
1998-03,Gujarat,29.06,29.26,67.43,2.86
1998-04,Gujarat,27.62,17.4,48.88,1.3
1998-05,Gujarat,27.08,11.76,71.26,1.99
1998-06,Gujarat,22.63,24.22,46.75,3.63
1998-07,Gujarat,20.3,38.86,74.01,5.08
1998-08,Gujarat,18.11,48.4,67.04,1.14
1998-09,Gujarat,18.83,37.32,75.75,4.66
1998-10,Gujarat,16.91,35.82,65.94,5.07
1998-11,Gujarat,19.13,9.99,77.54,3.04
1998-12,Gujarat,23.49,27.5,61.91,4.2
1999-01,Gujarat,25.79,5.54,61.08,1.34
1999-02,Gujarat,26.67,23.07,82.53,1.27
1999-03,Gujarat,28.68,3.44,83.83,4.79
1999-04,Gujarat,28.35,20.37,73.54,5.23
1999-05,Gujarat,24.97,13.16,79.88,5.29
1999-06,Gujarat,22.41,15.96,57.35,3.92
1999-07,Gujarat,19.15,9.72,76.91,3.39
1999-08,Gujarat,17.7,12.39,83.07,3.78
1999-09,Gujarat,17.85,15.68,73.74,3.6
1999-10,Gujarat,17.61,27.77,50.74,1.59
1999-11,Gujarat,20.72,5.19,83.81,3.1
1999-12,Gujarat,22.66,16.96,53.72,5.96
2000-01,Gujarat,25.19,9.28,65.42,2.43
2000-02,Gujarat,28.38,5.82,81.68,3.08
2000-03,Gujarat,29.73,19.11,58.2,5.02
2000-04,Gujarat,26.35,44.38,77.87,1.52
2000-05,Gujarat,25.67,4.37,53.95,5.69
2000-06,Gujarat,22.04,29.29,62.69,3.55
2000-07,Gujarat,19.21,38.14,71.13,3.44
2000-08,Gujarat,18.29,25.64,46.33,4.8
2000-09,Gujarat,16.61,24.4,46.21,2.76
2000-10,Gujarat,18.94,16.4,79.49,3.54
2000-11,Gujarat,20.01,10.21,57.28,1.47
2000-12,Gujarat,23.04,8.72,59.0,5.21
2001-01,Gujarat,25.31,3.66,45.35,1.77
2001-02,Gujarat,25.75,16.52,81.45,5.16
2001-03,Gujarat,28.0,23.79,64.52,3.88
2001-04,Gujarat,27.38,37.56,72.21,4.17
2001-05,Gujarat,26.36,17.25,70.17,5.0
2001-06,Gujarat,22.35,6.7,49.33,2.77
2001-07,Gujarat,20.57,9.87,63.14,4.29
2001-08,Gujarat,17.74,32.85,79.66,3.88
2001-09,Gujarat,17.36,6.9,71.66,4.11
2001-10,Gujarat,17.67,5.45,55.38,3.84
2001-11,Gujarat,20.02,5.73,78.48,5.08
2001-12,Gujarat,23.09,11.46,49.25,1.63
2002-01,Gujarat,26.02,22.5,84.39,4.31
2002-02,Gujarat,28.91,15.38,74.78,3.12
2002-03,Gujarat,30.39,29.61,62.87,1.11
2002-04,Gujarat,30.24,4.49,63.33,2.91
2002-05,Gujarat,28.49,23.28,83.97,2.85
2002-06,Gujarat,23.01,9.82,62.41,5.46
2002-07,Gujarat,20.82,22.55,81.84,2.11
2002-08,Gujarat,17.54,17.06,57.89,3.25
2002-09,Gujarat,18.42,7.15,84.34,2.5
2002-10,Gujarat,17.56,68.6,51.11,1.69
2002-11,Gujarat,20.52,11.0,49.09,3.2
2002-12,Gujarat,24.46,11.5,51.2,4.34
2003-01,Gujarat,26.08,4.23,64.03,1.22
2003-02,Gujarat,24.99,31.53,80.77,5.5
2003-03,Gujarat,28.75,14.48,66.25,3.19
2003-04,Gujarat,28.37,23.56,77.18,4.2
2003-05,Gujarat,26.36,36.96,69.53,3.01
2003-06,Gujarat,23.2,6.16,50.18,5.69
2003-07,Gujarat,19.6,33.05,76.01,3.25
2003-08,Gujarat,15.41,33.37,55.81,3.61
2003-09,Gujarat,16.53,6.33,47.77,3.54
2003-10,Gujarat,17.88,19.01,47.85,1.78
2003-11,Gujarat,20.17,9.71,49.2,5.46
2003-12,Gujarat,20.02,9.89,84.2,2.59
2004-01,Gujarat,25.28,28.15,84.21,5.18
2004-02,Gujarat,28.03,10.62,57.65,5.56
2004-03,Gujarat,28.7,33.92,79.29,2.78
2004-04,Gujarat,29.1,19.81,77.83,2.35
2004-05,Gujarat,26.25,7.15,83.93,4.32
2004-06,Gujarat,21.91,36.61,74.16,5.76
2004-07,Gujarat,19.1,15.48,47.69,5.52
2004-08,Gujarat,16.2,13.41,46.53,3.22
2004-09,Gujarat,18.91,14.35,66.57,4.13
2004-10,Gujarat,17.96,13.21,46.46,3.54
2004-11,Gujarat,20.28,26.14,71.12,3.62
2004-12,Gujarat,23.36,45.75,82.14,2.96
2005-01,Gujarat,26.71,9.98,75.29,2.38
2005-02,Gujarat,28.99,28.89,52.39,2.34
2005-03,Gujarat,28.93,15.88,63.0,1.73
2005-04,Gujarat,27.52,10.28,46.78,5.95
2005-05,Gujarat,25.16,9.19,59.28,1.87
2005-06,Gujarat,24.49,10.43,74.32,2.27
2005-07,Gujarat,20.03,10.85,48.43,3.69
2005-08,Gujarat,16.99,19.66,81.41,3.62
2005-09,Gujarat,15.88,34.78,60.69,3.84
2005-10,Gujarat,16.34,80.66,75.74,5.88
2005-11,Gujarat,21.68,31.55,78.24,1.06
2005-12,Gujarat,23.55,33.2,71.34,5.93
2006-01,Gujarat,25.15,16.85,57.38,4.24
2006-02,Gujarat,27.8,48.75,80.28,5.65
2006-03,Gujarat,29.41,18.56,60.34,2.19
2006-04,Gujarat,29.49,6.28,69.18,3.17
2006-05,Gujarat,27.34,23.5,67.18,5.54
2006-06,Gujarat,23.2,17.09,69.76,3.18
2006-07,Gujarat,17.34,14.14,74.03,1.19
2006-08,Gujarat,18.44,7.72,53.7,5.34
2006-09,Gujarat,16.84,8.55,61.25,4.26
2006-10,Gujarat,17.81,25.58,65.98,4.06
2006-11,Gujarat,18.5,37.16,67.21,4.31
2006-12,Gujarat,21.99,31.14,72.28,5.57
2007-01,Gujarat,24.19,13.85,70.34,1.77
2007-02,Gujarat,27.89,32.04,65.49,4.41
2007-03,Gujarat,31.9,19.5,58.35,4.36
2007-04,Gujarat,29.07,8.91,82.95,4.76
2007-05,Gujarat,24.71,39.91,50.56,4.08
2007-06,Gujarat,22.11,21.29,48.06,4.74
2007-07,Gujarat,18.6,23.02,49.6,2.07
2007-08,Gujarat,17.66,16.02,67.4,3.29
2007-09,Gujarat,15.68,11.45,58.43,2.22
2007-10,Gujarat,17.43,66.31,46.73,2.14
2007-11,Gujarat,18.86,44.83,61.44,1.9
2007-12,Gujarat,23.5,4.23,48.28,1.54
2008-01,Gujarat,25.07,14.05,76.68,1.12
2008-02,Gujarat,27.37,27.81,54.0,3.52
2008-03,Gujarat,29.6,18.51,48.99,4.42
2008-04,Gujarat,26.17,10.61,49.32,3.45
2008-05,Gujarat,25.91,48.78,58.58,1.1
2008-06,Gujarat,24.41,19.71,70.96,4.08
2008-07,Gujarat,20.42,26.17,81.59,4.87
2008-08,Gujarat,18.25,21.62,49.03,4.01
2008-09,Gujarat,17.45,17.29,75.61,4.8
2008-10,Gujarat,17.88,14.26,51.31,1.77
2008-11,Gujarat,20.17,8.61,78.96,2.1
2008-12,Gujarat,23.06,64.95,82.78,1.42
2009-01,Gujarat,26.37,21.39,77.72,2.85
2009-02,Gujarat,27.21,18.42,62.56,1.02
2009-03,Gujarat,30.1,21.92,75.8,1.82
2009-04,Gujarat,29.26,10.26,78.53,5.83
2009-05,Gujarat,26.99,9.0,70.02,5.54
2009-06,Gujarat,23.41,10.06,49.58,3.26
2009-07,Gujarat,20.31,10.85,48.82,3.64
2009-08,Gujarat,17.81,32.83,52.22,3.88
2009-09,Gujarat,15.93,9.26,73.11,1.33
2009-10,Gujarat,17.23,28.92,72.37,3.16
2009-11,Gujarat,19.72,7.11,47.36,5.44
2009-12,Gujarat,22.15,31.17,68.95,1.2
2010-01,Gujarat,25.05,20.73,84.53,5.6
2010-02,Gujarat,28.82,28.72,46.0,2.6
2010-03,Gujarat,28.86,17.91,78.39,4.02
2010-04,Gujarat,26.84,24.65,72.78,4.52
2010-05,Gujarat,26.77,79.76,77.09,1.77
2010-06,Gujarat,21.94,13.55,82.44,2.89
2010-07,Gujarat,19.79,22.25,77.1,5.96
2010-08,Gujarat,16.9,6.12,74.55,5.48
2010-09,Gujarat,17.63,45.38,57.71,5.79
2010-10,Gujarat,17.18,17.17,82.69,1.26
2010-11,Gujarat,20.0,18.72,64.29,4.24
2010-12,Gujarat,22.83,27.68,47.03,1.84
2011-01,Gujarat,24.87,11.42,68.88,5.14
2011-02,Gujarat,28.22,12.38,83.31,3.67
2011-03,Gujarat,30.05,23.96,60.42,4.43
2011-04,Gujarat,26.81,26.98,71.71,1.23
2011-05,Gujarat,26.08,12.62,52.55,2.39
2011-06,Gujarat,22.68,13.72,52.68,2.49
2011-07,Gujarat,19.51,1.21,45.71,1.12
2011-08,Gujarat,17.85,46.31,72.17,4.71
2011-09,Gujarat,17.98,22.76,76.66,5.59
2011-10,Gujarat,18.09,8.17,55.48,1.7
2011-11,Gujarat,20.41,48.27,48.11,1.12
2011-12,Gujarat,23.64,33.81,82.46,1.65
2012-01,Gujarat,24.69,5.91,49.42,1.79
2012-02,Gujarat,28.45,41.87,72.08,4.34
2012-03,Gujarat,28.02,87.75,73.96,4.74
2012-04,Gujarat,25.61,10.42,63.2,5.46
2012-05,Gujarat,24.44,28.46,58.9,5.88
2012-06,Gujarat,22.77,2.59,47.09,4.73
2012-07,Gujarat,18.79,4.2,45.78,4.97
2012-08,Gujarat,18.95,9.28,55.15,4.69
2012-09,Gujarat,18.15,32.37,52.34,2.92
2012-10,Gujarat,16.57,7.7,72.07,1.58
2012-11,Gujarat,19.88,17.91,52.63,3.77
2012-12,Gujarat,22.76,27.05,80.02,4.96
2013-01,Gujarat,28.0,10.62,49.39,3.65
2013-02,Gujarat,29.74,5.85,47.24,6.0
2013-03,Gujarat,29.65,13.82,47.07,4.52
2013-04,Gujarat,27.35,14.65,50.24,4.82
2013-05,Gujarat,26.23,10.0,63.24,1.2
2013-06,Gujarat,24.05,14.14,48.45,3.26
2013-07,Gujarat,19.25,11.68,62.8,2.97
2013-08,Gujarat,18.26,15.66,69.17,5.75
2013-09,Gujarat,15.88,23.9,78.66,5.79
2013-10,Gujarat,16.5,16.33,73.78,5.81
2013-11,Gujarat,18.78,34.24,54.47,2.84
2013-12,Gujarat,21.6,41.42,69.22,5.09
2014-01,Gujarat,25.14,6.39,60.71,5.7
2014-02,Gujarat,28.02,31.48,78.36,3.08
2014-03,Gujarat,28.42,6.49,58.67,2.15
2014-04,Gujarat,26.96,4.28,67.22,2.68
2014-05,Gujarat,25.6,10.04,60.05,3.51
2014-06,Gujarat,21.0,3.01,45.44,2.72
2014-07,Gujarat,21.03,19.21,53.99,5.44
2014-08,Gujarat,18.43,26.65,80.25,5.45
2014-09,Gujarat,17.49,11.66,60.4,3.63
2014-10,Gujarat,17.36,8.85,63.63,4.73
2014-11,Gujarat,18.85,19.81,63.85,1.67
2014-12,Gujarat,23.32,27.73,80.5,1.68
2015-01,Gujarat,26.83,21.77,56.37,4.1
2015-02,Gujarat,28.16,19.57,51.75,2.95
2015-03,Gujarat,30.38,8.17,52.32,5.66
2015-04,Gujarat,27.67,10.95,49.92,1.16
2015-05,Gujarat,27.97,24.65,54.61,1.83
2015-06,Gujarat,23.52,30.36,82.98,3.28
2015-07,Gujarat,19.24,4.07,68.88,2.9
2015-08,Gujarat,19.02,5.14,82.52,1.27
2015-09,Gujarat,16.48,5.73,84.55,3.39
2015-10,Gujarat,17.11,8.95,58.48,4.6
2015-11,Gujarat,19.3,21.56,45.09,4.28
2015-12,Gujarat,23.38,10.97,80.38,5.85
2016-01,Gujarat,26.66,1.82,53.9,3.3
2016-02,Gujarat,28.68,12.02,58.47,4.26
2016-03,Gujarat,28.53,14.57,50.51,1.24
2016-04,Gujarat,26.68,2.78,81.72,3.33
2016-05,Gujarat,29.21,12.79,80.45,3.88
2016-06,Gujarat,21.21,2.27,61.84,5.88
2016-07,Gujarat,20.89,13.29,52.24,3.93
2016-08,Gujarat,18.34,12.33,66.67,2.35
2016-09,Gujarat,16.41,11.96,46.93,5.96
2016-10,Gujarat,18.25,87.94,59.84,5.29
2016-11,Gujarat,17.79,13.61,77.8,3.74
2016-12,Gujarat,20.82,14.23,61.03,1.77
2017-01,Gujarat,26.83,20.02,63.73,1.29
2017-02,Gujarat,26.87,24.05,58.56,1.4
2017-03,Gujarat,28.24,6.63,73.62,5.81
2017-04,Gujarat,28.75,13.23,52.21,3.27
2017-05,Gujarat,26.52,30.52,48.82,5.69
2017-06,Gujarat,23.0,11.89,51.57,2.91
2017-07,Gujarat,19.83,2.73,65.03,2.23
2017-08,Gujarat,16.64,2.0,46.98,4.0
2017-09,Gujarat,17.7,4.01,57.14,3.04
2017-10,Gujarat,16.89,17.41,46.03,4.91
2017-11,Gujarat,18.76,9.82,61.71,2.21
2017-12,Gujarat,21.32,7.34,65.89,1.95
2018-01,Gujarat,24.7,26.09,79.6,2.21
2018-02,Gujarat,28.48,15.34,61.08,2.89
2018-03,Gujarat,27.07,11.48,70.78,4.26
2018-04,Gujarat,28.2,17.11,74.11,5.2
2018-05,Gujarat,25.97,32.51,84.23,4.56
2018-06,Gujarat,23.1,11.06,64.6,2.92
2018-07,Gujarat,22.08,4.82,84.22,5.18
2018-08,Gujarat,16.17,3.98,78.46,5.57
2018-09,Gujarat,15.78,9.75,58.11,4.92
2018-10,Gujarat,19.84,14.89,62.25,4.49
2018-11,Gujarat,18.34,46.39,51.21,4.37
2018-12,Gujarat,22.07,18.14,45.26,1.93
2019-01,Gujarat,25.59,8.74,53.94,3.45
2019-02,Gujarat,29.38,31.2,48.04,3.41
2019-03,Gujarat,29.13,32.32,83.75,4.76
2019-04,Gujarat,27.36,59.18,67.79,3.29
2019-05,Gujarat,26.82,6.22,52.48,2.78
2019-06,Gujarat,22.3,9.82,68.19,5.11
2019-07,Gujarat,17.78,15.38,51.55,5.07
2019-08,Gujarat,19.29,17.55,54.01,5.73
2019-09,Gujarat,16.43,16.82,84.94,3.1
2019-10,Gujarat,19.3,14.79,50.26,2.87
2019-11,Gujarat,20.88,9.15,73.39,5.78
2019-12,Gujarat,20.92,21.82,58.46,3.26
2020-01,Gujarat,24.95,9.14,83.91,4.78
2020-02,Gujarat,27.32,22.36,80.68,4.0
2020-03,Gujarat,28.53,20.16,45.5,5.12
2020-04,Gujarat,30.05,48.46,67.58,4.41
2020-05,Gujarat,26.64,15.03,82.44,3.26
2020-06,Gujarat,22.92,17.09,59.17,5.51
2020-07,Gujarat,20.11,6.09,47.22,4.8
2020-08,Gujarat,18.18,21.13,62.47,3.31
2020-09,Gujarat,17.46,16.91,53.5,2.98
2020-10,Gujarat,17.33,19.5,76.62,1.21
2020-11,Gujarat,18.46,46.3,45.71,4.6
2020-12,Gujarat,23.14,20.21,83.35,1.57
2021-01,Gujarat,26.39,16.05,71.86,1.01
2021-02,Gujarat,28.85,10.64,52.56,1.84
2021-03,Gujarat,28.75,37.67,67.86,3.29
2021-04,Gujarat,27.44,26.09,65.37,5.54
2021-05,Gujarat,25.54,4.29,62.3,3.19
2021-06,Gujarat,23.43,41.66,61.07,5.26
2021-07,Gujarat,21.1,12.13,61.74,2.76
2021-08,Gujarat,17.53,4.78,70.93,3.35
2021-09,Gujarat,16.21,23.87,66.45,1.33
2021-10,Gujarat,16.9,26.43,55.74,1.96
2021-11,Gujarat,19.15,4.13,46.98,3.6
2021-12,Gujarat,22.67,3.72,82.84,5.6
2022-01,Gujarat,27.44,18.26,79.41,3.91
2022-02,Gujarat,26.86,16.97,73.25,4.62
2022-03,Gujarat,28.33,5.1,61.77,5.18
2022-04,Gujarat,28.55,24.37,68.9,2.25
2022-05,Gujarat,27.62,58.38,77.04,1.63
2022-06,Gujarat,23.37,30.16,81.01,5.05
2022-07,Gujarat,20.43,19.32,55.01,3.34
2022-08,Gujarat,17.27,17.31,47.89,2.15
2022-09,Gujarat,16.75,14.43,59.13,2.21
2022-10,Gujarat,18.5,16.55,70.5,2.72
2022-11,Gujarat,19.49,7.73,66.97,2.83
2022-12,Gujarat,23.56,32.49,73.8,2.38
2023-01,Gujarat,26.07,61.01,75.81,1.01
2023-02,Gujarat,27.37,2.24,64.5,2.19
2023-03,Gujarat,27.19,17.06,72.97,1.99
2023-04,Gujarat,27.72,15.73,81.95,1.94
2023-05,Gujarat,27.36,47.53,46.06,3.1
2023-06,Gujarat,21.94,82.66,65.49,4.71
2023-07,Gujarat,20.66,9.95,71.12,4.65
2023-08,Gujarat,18.84,15.05,81.77,3.57
2023-09,Gujarat,16.38,28.0,54.14,4.04
2023-10,Gujarat,17.33,13.49,76.45,1.62
2023-11,Gujarat,18.94,23.47,65.47,1.89
2023-12,Gujarat,22.39,37.82,56.89,4.54
2024-01,Gujarat,25.84,11.38,60.59,5.72
2024-02,Gujarat,29.27,10.02,58.54,2.04
2024-03,Gujarat,27.64,20.2,60.34,1.68
2024-04,Gujarat,26.89,26.29,84.35,1.71
2024-05,Gujarat,26.18,21.1,47.52,4.96
2024-06,Gujarat,21.6,6.26,65.4,3.72
2024-07,Gujarat,20.26,6.88,66.08,1.75
2024-08,Gujarat,17.58,29.29,52.33,4.1
2024-09,Gujarat,16.92,14.8,68.35,3.59
2024-10,Gujarat,18.5,8.63,66.58,4.11
2024-11,Gujarat,17.1,15.78,76.64,4.69
2024-12,Gujarat,21.08,12.42,54.97,3.72
2025-01,Gujarat,26.35,11.58,77.63,4.62
2025-02,Gujarat,28.6,36.82,47.73,4.96
2025-03,Gujarat,28.24,31.29,77.09,3.71
2025-04,Gujarat,28.0,20.06,66.98,5.45
2025-05,Gujarat,27.34,6.88,47.64,3.34
2025-06,Gujarat,22.48,12.29,61.34,4.52
2025-07,Gujarat,19.63,21.5,81.22,2.27
2025-08,Gujarat,17.5,32.06,75.38,4.99
2025-09,Gujarat,16.99,21.87,74.71,2.37
2025-10,Gujarat,19.47,16.95,45.7,2.19
2025-11,Gujarat,20.02,11.23,78.28,5.52
2025-12,Gujarat,22.75,20.99,83.71,1.01
